"77","uni",32,1,1,2,250,2,2,0,6,4,"ACE",4021.612,4035.993,4048.341,4064.797,4122.747,4178.756,4194.516,4208.024,4223.385,0,4017.45,4031.831,4044.178,4060.634,4118.585,4174.594,4190.354,4203.861,4219.223,0,4034.308,4048.689,4061.037,4077.493,4135.444,4191.452,4207.213,4220.72,4236.082,0,0.892,0.916,0.938,0.957,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,69.367,75.096,80.664,87.073,110.466,137.005,145.058,152.207,160.693,0,6,6,6,6,6,6,6,6,6,0,0.0082,0.0238,0.0519,0.1,0.4973,0.8963,0.9433,0.9724,0.9874,0,0.942,1.277,1.722,2.24,5.369,10.639,12.489,14.534,17.293,0,-2004.725,-2011.915,-2018.089,-2026.317,-2055.293,-2083.297,-2091.177,-2097.931,-2105.612,0,0,0,0,0,0,0,0,0.025,0.041,0,0,0,0.014,0.036,0.077,0.109,0.117,0.126,0.136,0,0,0,0,0,0,0.056,0.066,0.075,0.087,0,0.087,0.165,0.259,0.37,0.794,0.974,0.987,0.994,0.998,0,0.022,0.026,0.029,0.034,0.054,0.08,0.088,0.096,0.104,0,0.964,0.972,0.979,0.986,1.002,1.012,1.014,1.016,1.018,0,-2001.523,-2008.849,-2015.163,-2023.24,-2052.424,-2080.319,-2088.474,-2095.223,-2102.62,0
"78","uni",33,2,1,2,250,2,2,0,6,4,"ACE",4194.471,4213.953,4226.096,4241.434,4300.371,4359.054,4376.214,4389.513,4407.566,0,4190.308,4209.79,4221.934,4237.272,4296.208,4354.892,4372.051,4385.351,4403.403,0,4207.167,4226.649,4238.793,4254.13,4313.067,4371.751,4388.91,4402.209,4420.262,0,0.923,0.941,0.956,0.969,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,107.256,115.251,121.771,128.41,156.647,187.013,196.638,203.381,212.944,0,6,6,6,6,6,6,6,6,6,0,0.0081,0.0238,0.0479,0.0963,0.4869,0.9058,0.95,0.9746,0.9908,0,0.836,1.244,1.627,2.146,5.455,10.748,12.698,14.574,17.156,0,-2091.154,-2100.895,-2106.967,-2114.636,-2144.104,-2173.446,-2182.026,-2188.676,-2197.702,0,0,0,0,0,0,0,0.006,0.026,0.04,0,0,0,0,0.033,0.078,0.11,0.118,0.126,0.135,0,0,0,0,0,0,0.056,0.067,0.076,0.086,0,0.087,0.165,0.248,0.363,0.787,0.977,0.989,0.995,0.998,0,0.02,0.024,0.028,0.032,0.053,0.079,0.088,0.096,0.11,0,0.974,0.98,0.985,0.99,1.001,1.008,1.01,1.011,1.012,0,-2087.594,-2096.462,-2103.923,-2111.376,-2140.98,-2170.393,-2179.039,-2185.933,-2194.041,0
"79","uni",35,1,2,2,250,2,2,0,6,4,"ACE",4170.958,4184.711,4196.574,4213.345,4272.561,4328.352,4343.964,4358.729,4372.162,0,4166.796,4180.548,4192.412,4209.182,4268.399,4324.189,4339.802,4354.567,4368,0,4183.654,4197.407,4209.27,4226.041,4285.258,4341.048,4356.66,4371.425,4384.858,0,0.936,0.95,0.962,0.973,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,131.582,139.047,146.148,154.383,184.287,216.823,225.783,234.41,244.637,0,6,6,6,6,6,6,6,6,6,0,0.0087,0.021,0.0442,0.0926,0.4972,0.901,0.9487,0.9732,0.9918,0,0.805,1.268,1.649,2.193,5.369,10.864,12.92,14.876,17.083,0,-2079.398,-2086.274,-2092.206,-2100.591,-2130.2,-2158.095,-2165.901,-2173.283,-2180,0,0,0,0,0,0,0,0.01,0.028,0.04,0,0,0,0.006,0.035,0.077,0.11,0.119,0.127,0.135,0,0,0,0,0,0,0.057,0.068,0.077,0.086,0,0.091,0.154,0.236,0.355,0.794,0.976,0.989,0.995,0.998,0,0.019,0.024,0.027,0.032,0.052,0.08,0.088,0.099,0.111,0,0.979,0.983,0.987,0.991,1.001,1.007,1.008,1.009,1.01,0,-2075.19,-2082.841,-2089.512,-2097.559,-2126.832,-2155.139,-2162.606,-2170.194,-2176.879,0
"80","uni",36,2,2,2,250,2,2,0,6,4,"ACE",4317.359,4330.991,4343.78,4360.552,4419.228,4476.598,4492.061,4503.053,4523.274,0,4313.197,4326.829,4339.618,4356.39,4415.065,4472.436,4487.899,4498.891,4519.111,0,4330.056,4343.687,4356.477,4373.248,4431.924,4489.294,4504.757,4515.75,4535.97,0,0.949,0.96,0.969,0.978,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,161.569,170.385,177.243,186.74,219.729,255.206,265.408,274.658,286.742,0,6,6,6,6,6,6,6,6,6,0,0.0094,0.0226,0.0477,0.0967,0.4971,0.9006,0.947,0.9746,0.9905,0,0.849,1.241,1.673,2.194,5.368,10.732,12.702,14.691,16.814,0,-2152.599,-2159.414,-2165.809,-2174.195,-2203.533,-2232.218,-2239.949,-2245.446,-2255.556,0,0,0,0,0,0,0,0.006,0.026,0.038,0,0,0,0.01,0.035,0.077,0.11,0.118,0.126,0.134,0,0,0,0,0,0,0.056,0.067,0.076,0.085,0,0.095,0.161,0.247,0.364,0.794,0.976,0.988,0.995,0.998,0,0.02,0.023,0.027,0.032,0.052,0.078,0.088,0.096,0.107,0,0.983,0.987,0.99,0.993,1.001,1.006,1.007,1.008,1.008,0,-2148.979,-2156.321,-2162.877,-2171.095,-2200.524,-2228.925,-2236.486,-2242.918,-2251.558,0
"81","uni",41,1,1,1,500,2,2,0,6,4,"ACE",7301.037,7324.588,7341.446,7364.292,7446.557,7528.802,7552.944,7573.624,7593.668,0,7294.111,7317.662,7334.519,7357.365,7439.631,7521.875,7546.017,7566.697,7586.741,0,7313.742,7337.293,7354.15,7376.996,7459.262,7541.506,7565.648,7586.328,7606.372,0,0.975,0.98,0.985,0.989,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,354.631,367.888,377.97,391.889,438.911,488.153,501.819,514.2,529.752,0,6,6,6,6,6,6,6,6,6,0,0.011,0.0243,0.0474,0.0958,0.4835,0.8997,0.95,0.9741,0.9877,0,0.93,1.251,1.631,2.206,5.482,10.769,12.725,14.515,16.498,0,-3643.055,-3654.831,-3663.26,-3674.683,-3715.815,-3756.937,-3769.009,-3779.348,-3789.371,0,0,0,0,0,0,0,0.005,0.018,0.026,0,0,0,0,0.025,0.055,0.078,0.084,0.089,0.094,0,0,0,0,0,0,0.04,0.047,0.053,0.059,0,0.281,0.384,0.491,0.618,0.92,0.994,0.998,0.999,1,0,0.014,0.017,0.019,0.022,0.037,0.055,0.061,0.066,0.074,0,0.992,0.993,0.995,0.996,1,1.003,1.003,1.004,1.004,0,-3639.729,-3651.938,-3660.462,-3671.33,-3712.809,-3754.259,-3766.329,-3776.64,-3786.321,0
"82","uni",42,2,1,1,500,2,2,0,6,4,"ACE",7758,7780.419,7798.705,7821.197,7901.339,7981.168,8002.595,8023.392,8045.644,0,7751.073,7773.492,7791.778,7814.271,7894.413,7974.241,7995.668,8016.465,8038.717,0,7770.705,7793.123,7811.409,7833.902,7914.044,7993.872,8015.299,8036.096,8058.348,0,0.981,0.985,0.988,0.992,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,467.078,481.711,492.94,508.569,558.697,610.726,625.645,640.987,655.232,0,6,6,6,6,6,6,6,6,6,0,0.0102,0.0264,0.052,0.1039,0.5062,0.9079,0.9526,0.9778,0.9921,0,0.798,1.171,1.592,2.123,5.297,10.527,12.482,14.295,16.716,0,-3871.537,-3882.746,-3891.889,-3903.135,-3943.206,-3983.121,-3993.834,-4004.232,-4015.359,0,0,0,0,0,0,0,0,0.017,0.027,0,0,0,0,0.023,0.054,0.077,0.083,0.088,0.095,0,0,0,0,0,0,0.039,0.046,0.053,0.06,0,0.272,0.397,0.507,0.634,0.927,0.995,0.998,0.999,1,0,0.013,0.015,0.018,0.021,0.036,0.054,0.06,0.066,0.073,0,0.994,0.995,0.996,0.997,1,1.002,1.003,1.003,1.003,0,-3868.284,-3879.573,-3887.969,-3899.887,-3940.436,-3980.208,-3991.253,-4001.735,-4013.232,0
"83","uni",44,1,2,1,500,2,2,0,6,4,"ACE",7643.348,7674.716,7690.986,7714.571,7798.71,7880.459,7903.489,7926.188,7948.93,0,7636.422,7667.789,7684.059,7707.644,7791.783,7873.532,7896.562,7919.262,7942.003,0,7656.053,7687.42,7703.69,7727.275,7811.414,7893.163,7916.193,7938.893,7961.634,0,0.984,0.988,0.99,0.993,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,564.344,578.875,591.37,607.919,663.035,719.752,735.221,748.049,768.236,0,6,6,6,6,6,6,6,6,6,0,0.0102,0.0254,0.0508,0.1017,0.5026,0.9015,0.9499,0.9738,0.9897,0,0.875,1.255,1.636,2.188,5.326,10.595,12.538,14.407,16.722,0,-3814.211,-3829.895,-3838.03,-3849.822,-3891.892,-3932.766,-3944.281,-3955.631,-3967.002,0,0,0,0,0,0,0,0,0.017,0.027,0,0,0,0.001,0.025,0.054,0.077,0.083,0.089,0.095,0,0,0,0,0,0,0.039,0.047,0.053,0.06,0,0.272,0.391,0.503,0.63,0.926,0.994,0.998,0.999,1,0,0.012,0.015,0.018,0.021,0.035,0.053,0.06,0.066,0.073,0,0.995,0.996,0.997,0.998,1,1.002,1.002,1.002,1.003,0,-3812.018,-3826.855,-3835.01,-3846.744,-3888.867,-3930.084,-3941.736,-3952.407,-3964.592,0
"84","uni",45,2,2,1,500,2,2,0,6,4,"ACE",8023.884,8046.239,8068.305,8090.468,8172.284,8250.174,8273.093,8293.611,8313.936,0,8016.957,8039.313,8061.378,8083.541,8165.357,8243.247,8266.166,8286.685,8307.009,0,8036.588,8058.944,8081.009,8103.172,8184.988,8262.878,8285.797,8306.316,8326.64,0,0.985,0.988,0.991,0.993,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,630.65,647.789,662.563,678.186,735.111,794.743,811.989,826.139,839.948,0,6,6,6,6,6,6,6,6,6,0,0.0096,0.0227,0.0472,0.0949,0.4882,0.8982,0.9533,0.9763,0.9906,0,0.853,1.21,1.59,2.218,5.444,10.788,12.719,14.679,16.891,0,-4004.479,-4015.656,-4026.689,-4037.77,-4078.679,-4117.624,-4129.083,-4139.342,-4149.505,0,0,0,0,0,0,0,0.005,0.019,0.027,0,0,0,0,0.025,0.055,0.078,0.084,0.089,0.095,0,0,0,0,0,0,0.04,0.047,0.054,0.06,0,0.265,0.375,0.49,0.617,0.922,0.994,0.998,0.999,1,0,0.012,0.015,0.018,0.021,0.035,0.055,0.062,0.067,0.074,0,0.995,0.996,0.997,0.998,1,1.002,1.002,1.002,1.002,0,-4000.315,-4011.643,-4023.602,-4034.624,-4075.67,-4114.815,-4126.31,-4135.754,-4146.592,0
"85","uni",50,1,1,2,500,2,2,0,6,4,"ACE",8095.1,8115.615,8134.712,8157.369,8241.034,8319.93,8342.197,8361.193,8383.696,0,8088.173,8108.688,8127.785,8150.442,8234.107,8313.004,8335.271,8354.266,8376.769,0,8107.804,8128.319,8147.416,8170.073,8253.738,8332.635,8354.902,8373.897,8396.4,0,0.949,0.958,0.968,0.978,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,156.771,168.076,177.388,187.43,221.043,257.466,269.265,278.512,290.308,0,6,6,6,6,6,6,6,6,6,0,0.0081,0.0222,0.0471,0.0959,0.4922,0.8959,0.9478,0.9714,0.991,0,0.838,1.297,1.661,2.243,5.409,10.756,12.745,14.724,17.33,0,-4040.087,-4050.344,-4059.893,-4071.221,-4113.054,-4152.502,-4163.635,-4173.133,-4184.385,0,0,0,0,0,0,0,0.005,0.019,0.029,0,0,0,0.006,0.026,0.055,0.078,0.084,0.089,0.096,0,0,0,0,0,0,0.04,0.047,0.054,0.061,0,0.247,0.372,0.49,0.619,0.923,0.994,0.998,0.999,1,0,0.015,0.018,0.02,0.024,0.038,0.056,0.062,0.068,0.073,0,0.983,0.986,0.989,0.993,1.001,1.006,1.007,1.007,1.008,0,-4036.184,-4047.11,-4056.633,-4068.077,-4109.723,-4149.473,-4160.64,-4170.6,-4180.212,0
"86","uni",51,2,1,2,500,2,2,0,6,4,"ACE",8447.589,8468.827,8489.632,8512.438,8593.888,8678.12,8700.196,8721.189,8745.837,0,8440.662,8461.901,8482.705,8505.511,8586.962,8671.194,8693.269,8714.263,8738.91,0,8460.293,8481.532,8502.336,8525.142,8606.593,8690.825,8712.9,8733.894,8758.541,0,0.961,0.971,0.977,0.984,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,239.565,250.346,260.031,270.548,312.001,354.791,366.797,376.907,389.064,0,6,6,6,6,6,6,6,6,6,0,0.0076,0.0196,0.0437,0.0943,0.5051,0.9095,0.9548,0.9771,0.9916,0,0.816,1.195,1.567,2.106,5.307,10.809,12.948,15.057,17.47,0,-4216.331,-4226.95,-4237.352,-4248.755,-4289.481,-4331.597,-4342.634,-4353.131,-4365.455,0,0,0,0,0,0,0,0.008,0.02,0.029,0,0,0,0,0.023,0.054,0.078,0.084,0.09,0.097,0,0,0,0,0,0,0.04,0.048,0.055,0.062,0,0.241,0.354,0.477,0.615,0.927,0.995,0.998,0.999,1,0,0.014,0.017,0.019,0.023,0.037,0.056,0.062,0.068,0.074,0,0.987,0.99,0.992,0.995,1.001,1.004,1.005,1.005,1.006,0,-4213.208,-4224.4,-4234.565,-4245.202,-4286.564,-4328.355,-4339.151,-4349.997,-4362.655,0
"87","uni",53,1,2,2,500,2,2,0,6,4,"ACE",8386.661,8414.935,8435.822,8457.264,8538.8,8619.005,8640.274,8659.023,8686.523,0,8379.735,8408.009,8428.895,8450.337,8531.873,8612.078,8633.347,8652.096,8679.596,0,8399.366,8427.64,8448.526,8469.968,8551.504,8631.709,8652.978,8671.727,8699.227,0,0.969,0.976,0.982,0.987,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,287.936,300.952,310.713,323.926,367.674,413.521,426.258,439.816,456.834,0,6,6,6,6,6,6,6,6,6,0,0.0085,0.0248,0.05,0.1022,0.5074,0.9097,0.9535,0.9762,0.9892,0,0.894,1.211,1.587,2.103,5.287,10.578,12.583,14.468,17.012,0,-4185.867,-4200.004,-4210.447,-4221.169,-4261.937,-4302.039,-4312.674,-4322.048,-4335.798,0,0,0,0,0,0,0,0,0.018,0.028,0,0,0,0,0.023,0.054,0.077,0.083,0.089,0.095,0,0,0,0,0,0,0.039,0.047,0.053,0.061,0,0.253,0.387,0.5,0.631,0.927,0.995,0.998,0.999,1,0,0.014,0.017,0.019,0.022,0.037,0.055,0.061,0.067,0.074,0,0.99,0.992,0.994,0.996,1.001,1.004,1.004,1.004,1.005,0,-4182.08,-4196.295,-4207.416,-4218.134,-4258.927,-4298.495,-4309.742,-4319.299,-4332.848,0
"88","uni",54,2,2,2,500,2,2,0,6,4,"ACE",8680.8,8704.963,8725.85,8747.849,8832.366,8915.895,8938.123,8957.233,8976.239,0,8673.874,8698.036,8718.923,8740.922,8825.44,8908.968,8931.196,8950.306,8969.312,0,8693.505,8717.667,8738.554,8760.553,8845.071,8928.599,8950.827,8969.938,8988.943,0,0.974,0.981,0.985,0.989,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,355.224,369.629,380.667,394.095,438.862,488.867,502.171,515.907,529.631,0,6,6,6,6,6,6,6,6,6,0,0.0081,0.0259,0.0485,0.1007,0.4946,0.8978,0.9461,0.9734,0.9887,0,0.901,1.265,1.687,2.225,5.392,10.621,12.675,14.32,17.196,0,-4332.937,-4345.018,-4355.461,-4366.461,-4408.72,-4450.484,-4461.598,-4471.153,-4480.656,0,0,0,0,0,0,0,0.004,0.017,0.028,0,0,0,0.008,0.025,0.055,0.077,0.084,0.088,0.096,0,0,0,0,0,0,0.039,0.047,0.053,0.061,0,0.246,0.394,0.494,0.628,0.924,0.994,0.997,0.999,1,0,0.014,0.017,0.02,0.023,0.036,0.055,0.061,0.067,0.074,0,0.991,0.994,0.995,0.996,1,1.003,1.003,1.004,1.004,0,-4328.55,-4341.822,-4352.395,-4363.578,-4405.727,-4447.37,-4458.676,-4468.257,-4478.06,0
"89","uni",59,1,1,1,1000,2,2,0,6,4,"ACE",14684.35,14714.26,14739,14770.19,14886.3,14996.53,15029.24,15056.77,15086.23,0,14674.65,14704.57,14729.3,14760.49,14876.61,14986.83,15019.55,15047.07,15076.54,0,14697.05,14726.97,14751.71,14782.9,14899.01,15009.24,15041.95,15069.48,15098.94,0,0.987,0.99,0.993,0.995,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,757.761,772.149,788.254,808.132,877.274,945.146,966.329,980.994,999.568,0,6,6,6,6,6,6,6,6,6,0,0.0084,0.0229,0.0527,0.1008,0.4934,0.9007,0.9465,0.9742,0.9887,0,0.905,1.251,1.682,2.194,5.4,10.622,12.43,14.662,17.196,0,-7333.325,-7348.284,-7360.652,-7376.247,-7434.304,-7489.416,-7505.773,-7519.536,-7534.268,0,0,0,0,0,0,0,0,0.013,0.02,0,0,0,0.005,0.017,0.039,0.055,0.059,0.063,0.068,0,0,0,0,0,0,0.028,0.033,0.038,0.043,0,0.636,0.757,0.848,0.908,0.992,1,1,1,1,0,0.01,0.012,0.014,0.016,0.026,0.038,0.043,0.047,0.052,0,0.996,0.997,0.998,0.998,1,1.001,1.002,1.002,1.002,0,-7329.266,-7345.174,-7357.508,-7373.205,-7431.148,-7486.61,-7502.479,-7516.509,-7531.378,0
"90","uni",60,2,1,1,1000,2,2,0,6,4,"ACE",15584.41,15620.39,15647.45,15678.15,15792.99,15906.47,15937.93,15971.21,16004.56,0,15574.71,15610.7,15637.76,15668.45,15783.29,15896.77,15928.24,15961.51,15994.87,0,15597.11,15633.1,15660.16,15690.85,15805.69,15919.17,15950.64,15983.92,16017.27,0,0.99,0.992,0.994,0.996,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,983.559,1005.042,1024.307,1043.028,1114.333,1189.535,1209.668,1227.81,1252.207,0,6,6,6,6,6,6,6,6,6,0,0.0095,0.0254,0.0513,0.0993,0.4943,0.8975,0.9502,0.9746,0.9917,0,0.805,1.244,1.631,2.228,5.394,10.657,12.519,14.399,16.861,0,-7783.355,-7801.349,-7814.879,-7830.225,-7887.646,-7944.385,-7960.118,-7976.756,-7993.434,0,0,0,0,0,0,0,0,0.012,0.019,0,0,0,0,0.018,0.039,0.055,0.059,0.063,0.067,0,0,0,0,0,0,0.028,0.033,0.037,0.043,0,0.651,0.769,0.846,0.906,0.992,1,1,1,1,0,0.009,0.011,0.013,0.015,0.025,0.038,0.042,0.046,0.052,0,0.997,0.997,0.998,0.999,1,1.001,1.001,1.001,1.002,0,-7781.066,-7797.715,-7812.397,-7827.418,-7884.561,-7941.661,-7956.941,-7973.879,-7990.248,0
"91","uni",62,1,2,1,1000,2,2,0,6,4,"ACE",15388.25,15415.47,15442.79,15474.22,15588.12,15703.41,15735.61,15765.85,15791.75,0,15378.56,15405.78,15433.09,15464.53,15578.43,15693.71,15725.91,15756.15,15782.06,0,15400.96,15428.18,15455.5,15486.93,15600.83,15716.11,15748.32,15778.56,15804.46,0,0.992,0.994,0.995,0.997,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1182.629,1203.934,1222.063,1245.316,1323.596,1404.434,1427.952,1445.397,1469.046,0,6,6,6,6,6,6,6,6,6,0,0.0119,0.0289,0.0557,0.1017,0.5007,0.9055,0.9478,0.9759,0.9886,0,0.912,1.215,1.664,2.148,5.341,10.58,12.287,14.063,16.288,0,-7685.28,-7698.889,-7712.547,-7728.264,-7785.215,-7842.855,-7858.956,-7874.077,-7887.029,0,0,0,0,0,0,0,0,0.011,0.018,0,0,0,0.004,0.017,0.039,0.054,0.058,0.062,0.066,0,0,0,0,0,0,0.028,0.032,0.037,0.041,0,0.679,0.784,0.854,0.908,0.992,1,1,1,1,0,0.009,0.011,0.013,0.015,0.024,0.038,0.042,0.046,0.05,0,0.997,0.998,0.998,0.999,1,1.001,1.001,1.001,1.001,0,-7681.248,-7696.067,-7708.935,-7725.409,-7782.289,-7840.13,-7856.035,-7870.789,-7884.028,0
"92","uni",63,2,2,1,1000,2,2,0,6,4,"ACE",16128.99,16157.51,16188.31,16221.63,16337.63,16450.03,16480.33,16508.63,16540.19,0,16119.29,16147.81,16178.61,16211.94,16327.93,16440.34,16470.64,16498.93,16530.5,0,16141.7,16170.22,16201.02,16234.34,16350.34,16462.74,16493.04,16521.34,16552.9,0,0.992,0.994,0.995,0.997,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1331.485,1349.897,1370.884,1391.982,1469.949,1552.389,1577.634,1594.95,1617.308,0,6,6,6,6,6,6,6,6,6,0,0.0102,0.0243,0.0477,0.0954,0.4996,0.9009,0.9513,0.9742,0.9903,0,0.864,1.247,1.617,2.194,5.35,10.78,12.719,14.509,16.684,0,-8055.647,-8069.907,-8085.307,-8101.969,-8159.967,-8216.169,-8231.318,-8245.467,-8261.25,0,0,0,0,0,0,0,0.003,0.013,0.019,0,0,0,0,0.017,0.039,0.055,0.059,0.063,0.067,0,0,0,0,0,0,0.028,0.033,0.038,0.042,0,0.66,0.764,0.838,0.903,0.992,1,1,1,1,0,0.009,0.011,0.012,0.015,0.025,0.038,0.043,0.047,0.052,0,0.997,0.998,0.998,0.999,1,1.001,1.001,1.001,1.001,0,-8052.275,-8066.675,-8082.158,-8098.774,-8156.804,-8213.374,-8228.636,-8241.5,-8257.741,0
"93","uni",68,1,1,2,1000,2,2,0,6,4,"ACE",16258.54,16296.95,16326.56,16358.27,16470.32,16587.1,16620.71,16647.17,16675.4,0,16248.84,16287.26,16316.87,16348.58,16460.63,16577.41,16611.01,16637.48,16665.71,0,16271.24,16309.66,16339.27,16370.98,16483.03,16599.81,16633.41,16659.88,16688.11,0,0.975,0.98,0.985,0.989,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,352.979,367.722,378.63,391.321,440.967,491.531,507.115,517.8,533.488,0,6,6,6,6,6,6,6,6,6,0,0.0093,0.0237,0.0518,0.101,0.5059,0.897,0.9447,0.9721,0.9878,0,0.928,1.292,1.704,2.231,5.299,10.614,12.48,14.583,16.972,0,-8120.42,-8139.628,-8154.434,-8170.29,-8226.314,-8284.704,-8301.505,-8314.739,-8328.855,0,0,0,0,0,0,0,0,0.013,0.019,0,0,0,0.006,0.018,0.038,0.055,0.059,0.063,0.067,0,0,0,0,0,0,0.028,0.033,0.038,0.043,0,0.649,0.761,0.847,0.908,0.992,1,1,1,1,0,0.011,0.013,0.015,0.017,0.027,0.039,0.043,0.047,0.052,0,0.992,0.993,0.995,0.996,1.001,1.003,1.003,1.004,1.004,0,-8117.146,-8137.025,-8151.787,-8167.05,-8223.354,-8281.539,-8298.891,-8312.561,-8325.959,0
"94","uni",69,2,1,2,1000,2,2,0,6,4,"ACE",16976.11,17010.35,17036.6,17066.38,17185.03,17296.81,17331.28,17362.36,17392.15,0,16966.41,17000.65,17026.9,17056.68,17175.33,17287.12,17321.59,17352.66,17382.45,0,16988.82,17023.06,17049.31,17079.09,17197.74,17309.52,17343.99,17375.07,17404.86,0,0.982,0.987,0.99,0.993,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,520.248,538.026,549.964,564.934,621.342,682.109,699.416,715.536,734.079,0,6,6,6,6,6,6,6,6,6,0,0.0106,0.028,0.0551,0.1021,0.493,0.9006,0.9488,0.9745,0.9892,0,0.895,1.246,1.651,2.197,5.402,10.583,12.302,14.132,16.661,0,-8479.206,-8496.327,-8509.452,-8524.341,-8583.666,-8639.56,-8656.793,-8672.331,-8687.226,0,0,0,0,0,0,0,0,0.011,0.019,0,0,0,0.003,0.017,0.039,0.054,0.058,0.062,0.067,0,0,0,0,0,0,0.028,0.032,0.037,0.042,0,0.664,0.78,0.853,0.909,0.992,1,1,1,1,0,0.01,0.012,0.014,0.016,0.026,0.039,0.043,0.047,0.051,0,0.994,0.996,0.997,0.998,1,1.002,1.002,1.003,1.003,0,-8475.448,-8493.688,-8506.825,-8521.45,-8580.649,-8636.754,-8654.019,-8668.681,-8684.674,0
"95","uni",71,1,2,2,1000,2,2,0,6,4,"ACE",16866.46,16896.26,16922.34,16951.88,17069.81,17182.47,17213.29,17242.02,17268.3,0,16856.76,16886.56,16912.65,16942.18,17060.12,17172.77,17203.6,17232.32,17258.6,0,16879.17,16908.97,16935.05,16964.59,17082.52,17195.18,17226,17254.73,17281.01,0,0.985,0.988,0.991,0.993,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,620.075,640.454,655.759,673.187,735.232,800.202,818.534,833.015,854.714,0,6,6,6,6,6,6,6,6,6,0,0.0103,0.0219,0.0476,0.0936,0.4933,0.8989,0.9471,0.9747,0.9906,0,0.851,1.24,1.673,2.214,5.403,10.834,12.724,14.783,16.701,0,-8424.382,-8439.283,-8452.324,-8467.092,-8526.06,-8582.386,-8597.798,-8612.162,-8625.301,0,0,0,0,0,0,0,0.003,0.014,0.019,0,0,0,0.005,0.018,0.039,0.055,0.059,0.063,0.067,0,0,0,0,0,0,0.028,0.033,0.038,0.042,0,0.661,0.752,0.838,0.901,0.992,1,1,1,1,0,0.009,0.012,0.014,0.016,0.026,0.039,0.043,0.047,0.052,0,0.995,0.996,0.997,0.998,1,1.002,1.002,1.002,1.002,0,-8421.752,-8436.187,-8449.617,-8463.861,-8522.998,-8579.308,-8594.596,-8609.611,-8623.367,0
"96","uni",72,2,2,2,1000,2,2,0,6,4,"ACE",17447.93,17485.09,17511.72,17542.4,17656.25,17772.02,17805.23,17834.88,17868.06,0,17438.23,17475.39,17502.03,17532.7,17646.56,17762.33,17795.54,17825.19,17858.37,0,17460.64,17497.79,17524.43,17555.11,17668.96,17784.73,17817.94,17847.59,17880.77,0,0.988,0.99,0.993,0.995,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,754.771,773.245,787.439,808.191,876.465,945.378,965.482,984.824,1004.632,0,6,6,6,6,6,6,6,6,6,0,0.0105,0.0272,0.0534,0.1042,0.4991,0.8969,0.9498,0.9739,0.9906,0,0.839,1.257,1.634,2.234,5.355,10.525,12.395,14.225,16.612,0,-8715.117,-8733.696,-8747.015,-8762.351,-8819.277,-8877.165,-8893.769,-8908.593,-8925.185,0,0,0,0,0,0,0,0,0.012,0.019,0,0,0,0,0.018,0.039,0.054,0.059,0.062,0.067,0,0,0,0,0,0,0.027,0.033,0.037,0.042,0,0.664,0.777,0.85,0.91,0.992,1,1,1,1,0,0.01,0.012,0.013,0.016,0.026,0.038,0.042,0.046,0.051,0,0.996,0.997,0.998,0.998,1,1.001,1.002,1.002,1.002,0,-8711.759,-8730.903,-8744.359,-8759.113,-8816.177,-8873.995,-8890.448,-8905.926,-8922.695,0
